Project_ID,Project_Phase,State,Region,Terrain_Type,Tower_Type,Substation_Type,Transmission_Length_KM,Budget_Crore,Material_Type,Lead_Time_Days,Tax_Percentage,Transportation_Cost,Historical_Consumption,Month,Year,Quantity_Required
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,34,18.81,10759.22,11.4,5,2023,33
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,20,19.62,10128.29,405.2,6,2023,1109
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,37,13.68,9868.57,302.46,6,2023,819
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,49,21.21,7769.83,880.34,6,2023,2537
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,49,12.35,9006.67,1237.87,6,2023,4421
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,41,21.66,10964.25,8.29,6,2023,31
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,15,14.4,8424.3,479.76,7,2023,1040
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,49,12.41,8805.23,354.02,7,2023,912
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,24,18.59,10286.37,754.61,7,2023,2143
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,15,21.69,7578.95,1446.69,7,2023,3979
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,51,21.7,9638.48,9.67,7,2023,28
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,44,15.06,10168.37,385.65,8,2023,1172
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,20,20.05,8921.23,240.09,8,2023,802
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,57,19.97,10214.41,822.62,8,2023,2375
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,31,19.21,9871.24,1311.6,8,2023,3945
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,26,12.34,10588.99,10.27,8,2023,25
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,18,19.86,11439.53,428.89,9,2023,941
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,44,19.15,7365.56,258.61,9,2023,810
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,23,12.83,9906.45,957.36,9,2023,1899
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,51,16.57,9451.23,1614.51,9,2023,4060
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,47,21.28,8937.75,9.2,9,2023,28
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,26,21.12,10759.43,466.51,10,2023,1049
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,44,16.71,8283.97,344.95,10,2023,833
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,27,18.55,10032.03,920.91,10,2023,2103
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,30,16.77,10457.26,1372.18,10,2023,4003
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,36,12.37,10751.16,8.61,10,2023,28
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,29,14.88,9308.57,414.63,11,2023,1046
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,19,16.85,7419.57,296.3,11,2023,790
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,29,16.73,9817.33,687.97,11,2023,2307
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,35,21.3,11388.89,1798.53,11,2023,3966
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,49,16.68,8500.02,11.27,11,2023,29
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,52,17.39,7899.59,352.03,12,2023,1232
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,29,16.9,8641.75,291.97,12,2023,854
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,16,12.43,9326.74,764.56,12,2023,2141
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,46,12.45,8886.74,1232.96,12,2023,4563
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,43,13.12,8873.88,9.9,12,2023,31
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,36,16.46,11547.36,447.49,1,2024,2209
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,57,14.32,8513.7,244.62,1,2024,1619
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,59,15.4,10653.24,786.37,1,2024,4100
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,27,12.3,7511.65,1576.92,1,2024,6819
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,58,13.19,8409.94,9.14,1,2024,57
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,17,20.37,7299.54,445.25,2,2024,1840
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,59,16.23,9239.72,291.8,2,2024,1672
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,32,20.14,9987.25,889.33,2,2024,3938
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,15,19.53,10916.2,1261.67,2,2024,7116
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,35,19.03,8120.64,10.24,2,2024,51
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,58,19.09,10753.28,454.1,3,2024,2470
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,55,15.13,7993.57,244.97,3,2024,1723
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,19,12.17,8650.01,773.67,3,2024,3741
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,22,15.01,9763.25,1210.01,3,2024,7116
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,19,19.16,11317.58,11.94,3,2024,49
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,22,17.2,9726.31,374.16,4,2024,2068
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,26,20.57,11520.24,304.03,4,2024,1503
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,15,20.99,9105.44,882.69,4,2024,3830
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,27,17.94,8772.85,1497.29,4,2024,7549
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,44,12.02,8435.98,8.35,4,2024,47
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,54,13.1,10364.14,384.53,5,2024,2072
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,33,19.77,11331.77,327.52,5,2024,1322
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,33,21.91,9091.7,845.14,5,2024,4035
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,38,13.95,9032.08,1264.46,5,2024,7915
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,52,18.34,8100.37,11.67,5,2024,54
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,57,18.74,7506.0,349.85,6,2024,1992
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,23,17.93,10353.02,320.56,6,2024,1283
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,23,20.71,9775.9,720.47,6,2024,3823
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,28,18.01,10897.66,1528.23,6,2024,6655
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,30,12.23,10134.29,9.76,6,2024,46
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,36,17.66,8380.75,437.83,7,2024,1607
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,57,18.42,8786.16,240.86,7,2024,1292
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,18,14.09,7868.66,679.66,7,2024,3512
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,35,16.95,8974.26,1763.58,7,2024,6525
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,51,13.36,10553.37,10.67,7,2024,51
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,57,20.99,9408.99,450.18,8,2024,1869
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,16,13.03,9509.29,298.53,8,2024,1232
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,42,17.55,9745.05,959.99,8,2024,3393
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,46,17.75,8345.01,1278.89,8,2024,7052
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,21,19.3,8233.79,10.5,8,2024,42
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,45,21.82,8867.81,441.28,9,2024,1600
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,28,12.55,11310.31,359.11,9,2024,1181
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,49,17.59,10261.27,897.31,9,2024,3582
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,41,13.3,11024.07,1241.58,9,2024,6395
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,49,18.24,9229.48,8.83,9,2024,44
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,19,16.03,7575.04,364.59,10,2024,1500
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,25,21.67,8997.56,339.29,10,2024,1208
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,30,18.49,9853.68,733.13,10,2024,3532
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,32,12.24,10823.01,1769.36,10,2024,6652
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,57,15.9,10386.26,10.95,10,2024,48
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,19,16.39,7611.44,446.48,11,2024,1766
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,16,20.73,7428.28,336.92,11,2024,1150
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,32,18.98,11307.76,853.17,11,2024,3397
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,44,13.79,10491.61,1221.91,11,2024,6186
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,34,16.64,8897.65,9.78,11,2024,36
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,38,21.66,8264.23,396.9,12,2024,1988
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,51,17.51,10774.38,296.23,12,2024,1452
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,21,19.92,11429.14,652.17,12,2024,3674
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,16,19.17,11038.08,1361.79,12,2024,6290
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,16,19.24,9646.93,9.53,12,2024,43
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,52,14.37,7279.95,409.31,1,2025,1544
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,51,20.83,7822.69,293.02,1,2025,1089
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,42,21.79,9674.3,945.58,1,2025,2810
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,59,19.08,9287.71,1231.68,1,2025,5860
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,33,18.43,9226.38,8.98,1,2025,32
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,54,12.29,11283.7,439.27,2,2025,1563
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,52,12.85,8022.23,330.23,2,2025,1119
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,18,16.93,8526.26,879.43,2,2025,2727
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,18,18.92,10350.85,1740.46,2,2025,4757
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,47,14.11,7704.68,10.47,2,2025,38
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,58,13.35,11206.55,320.75,3,2025,1467
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,25,17.41,7742.0,245.39,3,2025,1018
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,44,20.68,11008.5,677.75,3,2025,3035
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,32,20.52,8557.09,1530.31,3,2025,5458
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,48,21.65,7690.07,11.09,3,2025,40
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,51,13.16,7470.75,418.07,4,2025,1426
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,48,14.58,11126.88,286.39,4,2025,956
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,17,21.59,10752.6,715.7,4,2025,2304
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,17,16.92,11193.89,1450.59,4,2025,4281
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,59,20.89,8343.1,9.69,4,2025,33
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,46,18.2,9420.05,458.08,5,2025,2089
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,25,17.58,11520.64,240.51,5,2025,1476
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,48,20.24,7426.62,918.71,5,2025,3828
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,49,17.83,10356.92,1655.17,5,2025,7630
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,17,13.36,8402.41,8.41,5,2025,50
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,21,12.65,11257.8,387.44,6,2025,1801
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,38,18.01,10797.07,264.24,6,2025,1428
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,49,17.23,10734.35,892.12,6,2025,4159
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,50,18.06,11156.2,1592.74,6,2025,8311
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,52,14.6,10891.99,10.77,6,2025,53
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,38,12.63,10301.93,397.51,7,2025,1265
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,48,14.84,10446.17,265.24,7,2025,1030
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,31,21.88,7725.05,714.2,7,2025,2381
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,39,15.23,10669.53,1606.47,7,2025,4818
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,20,13.29,10064.87,11.86,7,2025,27
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,58,16.1,10613.47,462.89,8,2025,1338
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,29,12.08,7685.91,322.97,8,2025,828
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,16,15.36,11143.82,861.88,8,2025,2093
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,46,19.57,8444.98,1305.46,8,2025,4661
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,42,19.08,8582.04,10.53,8,2025,32
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,36,18.01,9782.84,342.16,9,2025,1589
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,49,13.22,8584.69,278.58,9,2025,1321
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,29,17.3,9703.52,780.75,9,2025,3250
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,17,13.32,7745.14,1644.63,9,2025,5550
P175,Execution,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,52,17.67,7536.19,8.45,9,2025,43
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,17,21.35,11516.6,475.49,10,2025,999
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,30,14.57,11274.58,325.15,10,2025,787
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,53,17.14,8264.45,776.38,10,2025,2311
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,54,18.87,8969.96,1705.59,10,2025,4121
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,45,19.42,8493.95,8.53,10,2025,29
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,26,17.83,8518.72,358.63,11,2025,1025
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,58,14.54,8845.7,343.05,11,2025,908
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,19,12.86,10472.25,910.04,11,2025,1976
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,55,16.72,10211.69,1487.47,11,2025,4457
P175,Planning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,40,12.63,9362.05,11.54,11,2025,25
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Conductor,25,15.49,11135.18,368.75,12,2025,1265
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Insulator,44,16.99,11288.84,330.64,12,2025,957
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Steel,37,15.55,8075.74,668.21,12,2025,2340
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Cement,20,18.58,9710.62,1216.17,12,2025,4612
P175,Commissioning,Uttar Pradesh,North,Coastal,765kV,AIS,121,1599,Transformer,41,16.79,9482.03,8.31,12,2025,33
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,15,21.83,30053.42,402.54,1,2023,2931
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,35,21.12,24820.84,294.8,1,2023,2471
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,33,15.91,21010.23,908.25,1,2023,6949
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,18,15.34,21477.58,1642.86,1,2023,11297
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,25,20.83,19945.84,10.59,1,2023,86
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,42,18.36,29700.32,429.27,2,2023,3388
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,23,20.35,30086.31,248.91,2,2023,2559
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,16,19.74,23187.66,860.38,2,2023,6035
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,50,17.46,23131.16,1627.47,2,2023,13936
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,20,14.17,19443.77,10.43,2,2023,88
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,53,16.3,24142.06,405.28,3,2023,3606
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,46,20.57,26426.19,295.39,3,2023,2840
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,46,21.69,29239.69,846.26,3,2023,7758
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,42,13.49,22026.65,1325.11,3,2023,11598
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,40,16.33,24447.01,11.24,3,2023,100
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,47,20.61,27426.5,340.88,4,2023,3593
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,25,19.7,26485.74,293.78,4,2023,2571
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,56,21.22,22427.58,814.67,4,2023,7822
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,39,15.87,27173.54,1265.57,4,2023,12931
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,34,20.34,26078.92,10.93,4,2023,85
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,58,14.62,27654.38,371.62,5,2023,3572
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,35,20.68,28929.39,311.1,5,2023,2390
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,51,12.82,28371.21,774.11,5,2023,7173
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,59,14.21,21497.48,1219.17,5,2023,12382
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,38,12.86,25574.6,11.39,5,2023,89
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,27,19.93,23689.37,458.96,6,2023,3038
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,45,21.5,30541.96,260.42,6,2023,2599
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,55,18.21,22892.05,746.08,6,2023,6844
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,50,16.03,25798.21,1474.33,6,2023,12292
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,47,20.17,19346.37,10.9,6,2023,92
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,21,15.56,26887.63,334.04,7,2023,2778
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,32,12.07,23954.67,247.73,7,2023,2129
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,39,18.77,23162.51,954.29,7,2023,6065
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,32,18.71,27136.44,1235.41,7,2023,10969
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,34,13.7,23720.24,11.7,7,2023,76
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,58,19.58,26236.27,478.66,8,2023,3192
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,20,21.2,29831.27,265.14,8,2023,1996
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,55,15.01,21521.3,952.83,8,2023,5983
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,47,16.6,28504.2,1249.29,8,2023,12108
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,48,16.2,21991.11,9.69,8,2023,78
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,39,20.81,21549.1,439.77,9,2023,2917
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,37,16.06,27944.55,322.76,9,2023,2142
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,33,17.23,30522.98,713.95,9,2023,6047
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,26,18.6,20298.69,1645.59,9,2023,10685
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,40,21.61,28801.04,9.85,9,2023,68
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,31,20.47,24380.7,448.9,10,2023,2989
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,22,13.97,20197.27,276.37,10,2023,2108
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,38,16.42,27496.04,931.18,10,2023,6362
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,58,19.31,19239.89,1782.36,10,2023,12433
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,38,12.85,29675.98,9.6,10,2023,74
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,49,15.95,27690.2,473.21,11,2023,3193
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,46,16.02,22095.83,298.09,11,2023,2271
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,22,12.38,30074.97,957.64,11,2023,5745
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Cement,49,13.96,28131.96,1662.78,11,2023,12124
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Transformer,35,18.38,22551.93,10.22,11,2023,73
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Conductor,22,19.12,30299.45,426.71,12,2023,3017
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Insulator,54,20.03,28226.11,324.68,12,2023,2627
P176,Planning,Uttar Pradesh,North,Hilly,765kV,GIS,295,1821,Steel,16,13.2,28705.5,694.38,12,2023,6344
